index	representative	orbit_size	orbit_words
111	1111223234234434	16	1111223234234434,1112232341344234,1122313412432344,1213124123323444,1121231233234444,1212312331244434,1123123212443344,1231231124432434,1212311243324344,1123112432243434,1231124321434234,1211233214342344,1112322143423434,1123211434234234,1231114232342344,1211132323423444
112	1111223234243344	16	1111223234243344,1112232341432434,1122313414223344,1213124132233444,1121231322334444,1212313213244434,1123122132443344,1231211324432434,1212113243324344,1121132432243434,1211324321434234,1112233214342344,1122331142423434,1213211423234344,1122113232343444,1211132323424434
113	1111223234243434	16	1111223234243434,1112232341434234,1122313414232344,1213124132323444,1121231323234444,1212313231244434,1123122312443344,1231213124432434,1212131243324344,1121312432243434,1213124321434234,1121233214342344,1212331142423434,1123211423234344,1231114232342434,1211132323424344
114	1111223234323444	16	1111223234323444,1112232343124434,1122313421243344,1213124212333444,1121232123334444,1212311233244434,1123112322443344,1231123214432434,1211232143324344,1112321432243434,1123214321434234,1231142213342344,1211322133423444,1112221334234434,1122113342344234,1211132423432344
115	1111223234324344	16	1111223234324344,1112232343142434,1122313421423344,1213124213233444,1121232132334444,1212311323244434,1123112232443344,1231122314432434,1211223143324344,1112231432243434,1122314321434234,1213142213342344,1121322133423444,1213211324234434,1122113242343344,1211132423432434
116	1111223234324434	16	1111223234324434,1112232343144234,1122313421432344,1213124213323444,1121232133234444,1212311322344434,1123112223443344,1231122134432434,1211221343324344,1112213432243434,1122134321434234,1211342213342344,1112322133423444,1123211324234434,1231112242343344,1211122323433444
117	1111223234342344	16	1111223234342344,1112232343412434,1122313424123344,1213124231233444,1121232312334444,1212313123244434,1123121232443344,1231212314432434,1212123143324344,1121231432243434,1212314321434234,1123142213342344,1231421132423434,1213211324234344,1122113242343434,1211132423434234
118	1111223234342434	16	1111223234342434,1112232343414234,1122313424132344,1213124231323444,1121232313234444,1212313122344434,1123121223443344,1231212134432434,1212121343324344,1121213432243434,1212134321434234,1121342213342344,1213421132423434,1123211324234344,1231112242343434,1211122323434344
119	1111223234344234	16	1111223234344234,1112232343441234,1122313424312344,1213124233123444,1121232331234444,1212313212344434,1123122123443344,1231211234432434,1212112343324344,1121123432243434,1211234321434234,1112342213342344,1123421132423434,1234111223234344,1231112232343444,1211122323434434
120	1111223234423344	16	1111223234423344,1112232344132434,1122313441223344,1213124312233444,1121233122334444,1212331213244434,1123212132443344,1231121324432434,1211213243324344,1112132432243434,1121324321434234,1213243114232344,1122331142323444,1213211423234434,1122113232344344,1211132323442434
121	1111223234423434	16	1111223234423434,1112232344134234,1122313441232344,1213124312323444,1121233123234444,1212331231244434,1123212312443344,1231123124432434,1211231243324344,1112312432243434,1123124321434234,1231243114232344,1212331142323444,1123211423234434,1231114232344234,1211132323442344
122	1111223234432344	16	1111223234432344,1112232344312434,1122313442123344,1213124321233444,1121233212334444,1212331123244434,1123211232443344,1231112324432434,1211123243324344,1111232432243434,1112324321434234,1123243114232344,1231421132323444,1213211323234444,1122113232344434,1211132323444234
123	1111223234432434	16	1111223234432434,1112232344314234,1122313442132344,1213124321323444,1121233213234444,1212331122344434,1123211223443344,1231112234432434,1211122343324344,1111223432243434,1112234321434234,1122343114232344,1213421132323444,1123211323234444,1231112232344434,1211122323443344
124	1111223234434234	16	1111223234434234,1112232344341234,1122313442312344,1213124323123444,1121233231234444,1212331212344434,1123212123443344,1231121234432434,1211212343324344,1112123432243434,1121234321434234,1212343114232344,1123421132323444,1234111223234434,1231112232344344,1211122323443434
125	1111223242333444	16	1111223242333444,1112232413324434,1122314132243344,1213141222333444,1121312223334444,1213122133244434,1121221332443344,1212113324432434,1121132243324344,1211322433142434,1112223331424344,1122133214243434,1211322142334344,1112221323343444,1122113233424434,1211132324243344
126	1111223242334344	16	1111223242334344,1112232413342434,1122314132423344,1213141223233444,1121312232334444,1213122313244434,1121223132443344,1212131324432434,1121312243324344,1213122433142434,1121223331424344,1212133214243434,1121322142334344,1213211423342434,1122113233424344,1211132324243434
127	1111223242334434	16	1111223242334434,1112232413344234,1122314132432344,1213141223323444,1121312233234444,1213122331244434,1121223312443344,1212133124432434,1121321243324344,1213212433142434,1122123331424344,1211233214243434,1112322142334344,1123211423342434,1231114232423344,1211132324233444
128	1111223242343344	16	1111223242343344,1112232413432434,1122314134223344,1213141232233444,1121312322334444,1213123213244434,1121232132443344,1212311324432434,1123112243324344,1231122433142434,1211223331424344,1112233214243434,1122331142434234,1213211423342344,1122113233423444,1211132324234434
129	1111223242343434	16	1111223242343434,1112232413434234,1122314134232344,1213141232323444,1121312323234444,1213123231244434,1121232312443344,1212313124432434,1123121243324344,1231212433142434,1212123331424344,1121233214243434,1212331142434234,1123211423342344,1231114232423434,1211132324234344
130	1111223243233444	16	1111223243233444,1112232431324434,1122314312243344,1213142122333444,1121321223334444,1213212133244434,1122121332443344,1211213324432434,1112132243324344,1121322433142434,1213214321423344,1122133214233444,1211322142334434,1112221323344344,1122113233442434,1211132324423344
131	1111223243234344	16	1111223243234344,1112232431342434,1122314312423344,1213142123233444,1121321232334444,1213212313244434,1122123132443344,1211231324432434,1112312243324344,1123122433142434,1231214321423344,1212133214233444,1121322142334434,1213211423344234,1122113233442344,1211132324423434
132	1111223243234434	16	1111223243234434,1112232431344234,1122314312432344,1213142123323444,1121321233234444,1213212331244434,1122123312443344,1211233124432434,1112321243324344,1123212433142434,1231124321423344,1211233214233444,1112322142334434,1123211423344234,1231114232432344,1211132324323444
133	1111223243243344	16	1111223243243344,1112232431432434,1122314314223344,1213142132233444,1121321322334444,1213213213244434,1122132132443344,1211321324432434,1112213243324344,1122132433142434,1211324321423344,1112233214233444,1122331142324434,1213211423243344,1122113232433444,1211132324324434
134	1111223243243434	16	1111223243243434,1112232431434234,1122314314232344,1213142132323444,1121321323234444,1213213231244434,1122132312443344,1211323124432434,1112231243324344,1122312433142434,1213124321423344,1121233214233444,1212331142324434,1123211423243344,1231114232432434,1211132324324344
135	1111223243323444	16	1111223243323444,1112232433124434,1122314321243344,1213142212333444,1121322123334444,1213211233244434,1122112332443344,1211123324432434,1111232243324344,1112322433142434,1123214321423344,1231142213233444,1211322132334444,1112221323344434,1122113233444234,1211132324432344
136	1111223243324344	8	1111223243324344,1112232433142434,1122314321423344,1213142213233444,1121322132334444,1213211323244434,1122113232443344,1211132324432434
137	1111223243342344	16	1111223243342344,1112232433412434,1122314324123344,1213142231233444,1121322312334444,1213213123244434,1122131232443344,1211312324432434,1112123243324344,1121232433142434,1212314321423344,1123142213233444,1231421132324434,1213211323244344,1122113232443434,1211132324434234
138	1111223243342434	16	1111223243342434,1112232433414234,1122314324132344,1213142231323444,1121322313234444,1213213122344434,1122131223443344,1211312234432434,1112122343324344,1121223433142434,1212134321423344,1121342213233444,1213421132324434,1123211323244344,1231112232443434,1211122324334344
139	1111223243344234	16	1111223243344234,1112232433441234,1122314324312344,1213142233123444,1121322331234444,1213213212344434,1122132123443344,1211321234432434,1112212343324344,1122123433142434,1211234321423344,1112342213233444,1123421132324434,1234111223243344,1231112232433444,1211122324334434
140	1111223243423344	16	1111223243423344,1112232434132434,1122314341223344,1213142312233444,1121323122334444,1213231213244434,1122312132443344,1213121324432434,1121213243324344,1212132433142434,1121324321423344,1213243114232434,1122331142324344,1213211423243434,1122113232434344,1211132324342434
141	1111223243423434	16	1111223243423434,1112232434134234,1122314341232344,1213142312323444,1121323123234444,1213231231244434,1122312312443344,1213123124432434,1121231243324344,1212312433142434,1123124321423344,1231243114232434,1212331142324344,1123211423243434,1231114232434234,1211132324342344
142	1111223243432344	16	1111223243432344,1112232434312434,1122314342123344,1213142321233444,1121323212334444,1213231123244434,1122311232443344,1213112324432434,1121123243324344,1211232433142434,1112324321423344,1123243114232434,1231421132324344,1213211323243444,1122113232434434,1211132324344234
143	1111223243432434	16	1111223243432434,1112232434314234,1122314342132344,1213142321323444,1121323213234444,1213231122344434,1122311223443344,1213112234432434,1121122343324344,1211223433142434,1112234321423344,1122343114232434,1213421132324344,1123211323243444,1231112232434434,1211122324343344
144	1111223243434234	16	1111223243434234,1112232434341234,1122314342312344,1213142323123444,1121323231234444,1213231212344434,1122312123443344,1213121234432434,1121212343324344,1212123433142434,1121234321423344,1212343114232434,1123421132324344,1234111223243434,1231112232434344,1211122324343434
145	1111223322343444	16	1111223322343444,1112233213424434,1122331124243344,1213211242333444,1122112323334444,1211123233244434,1111232322443344,1112323214432434,1123231144223344,1231211432233444,1212113322334444,1121132223344434,1211322133444234,1112221334432344,1122113344223434,1211132432234344
146	1111223322344344	16	1111223322344344,1112233213442434,1122331124423344,1213211243233444,1122112332334444,1211123323244434,1111232232443344,1112322314432434,1123213144223344,1231121432233444,1211213322334444,1112132223344434,1121322133444234,1213211324432344,1122113243323444,1211132432234434
147	1111223322344434	16	1111223322344434,1112233213444234,1122331124432344,1213211243323444,1122112333234444,1211123322344434,1111232223443344,1112322134432434,1123211344223344,1231112432233444,1211123322334444,1111232223344434,1112322133444234,1123211324432344,1231112243323444,1211122333234444
148	1111223323243444	16	1111223323243444,1112233231424434,1122331214243344,1213212142333444,1122121323334444,1211213233244434,1112132322443344,1121323214432434,1213231144223344,1122311432233444,1213114222334434,1121132223344344,1211322133442434,1112221334423344,1122113344232434,1211132432324344
149	1111223323244344	16	1111223323244344,1112233231442434,1122331214423344,1213212143233444,1122121332334444,1211213323244434,1112132232443344,1121322314432434,1213213144223344,1122131432233444,1211314222334434,1112132223344344,1121322133442434,1213211324423344,1122113243233444,1211132432324434
150	1111223323244434	16	1111223323244434,1112233231444234,1122331214432344,1213212143323444,1122121333234444,1211213322344434,1112132223443344,1121322134432434,1213211344223344,1122113432233444,1211134222334434,1111232223344344,1112322133442434,1123211324423344,1231112243233444,1211122332334444
151	1111223323423444	16	1111223323423444,1112233234124434,1122331241243344,1213212412333444,1122123123334444,1211231233244434,1112312322443344,1123123214432434,1231231144223344,1212311432233444,1123114222334434,1231142213344234,1211322133442344,1112221334423434,1122113344234234,1211132432342344
152	1111223323424344	16	1111223323424344,1112233234142434,1122331241423344,1213212413233444,1122123132334444,1211231323244434,1112312232443344,1123122314432434,1231213144223344,1212131432233444,1121314222334434,1213142213344234,1121322133442344,1213211324423434,1122113243234344,1211132432342434
153	1111223323424434	16	1111223323424434,1112233234144234,1122331241432344,1213212413323444,1122123133234444,1211231322344434,1112312223443344,1123122134432434,1231211344223344,1212113432233444,1121134222334434,1211342213344234,1112322133442344,1123211324423434,1231112243234344,1211122332343444
154	1111223323442344	16	1111223323442344,1112233234412434,1122331244123344,1213212431233444,1122123312334444,1211233123244434,1112321232443344,1123212314432434,1231123144223344,1211231432233444,1112314222334434,1123142213344234,1231421132432344,1213211324323444,1122113243234434,1211132432344234
