index	original_representative	transpose_word	original_tableau	transpose_tableau
889	1112223431423434	1231231124243344	[[1,2,3,10],[4,5,6,12],[7,9,13,15],[8,11,14,16]]	[[1,4,7,8],[2,5,9,11],[3,6,13,14],[10,12,15,16]]
890	1112223434123344	1231231122443434	[[1,2,3,11],[4,5,6,12],[7,9,13,14],[8,10,15,16]]	[[1,4,7,8],[2,5,9,10],[3,6,13,15],[11,12,14,16]]
891	1112223434123434	1231231122443344	[[1,2,3,11],[4,5,6,12],[7,9,13,15],[8,10,14,16]]	[[1,4,7,8],[2,5,9,10],[3,6,13,14],[11,12,15,16]]
892	1112223434132344	1231231122434434	[[1,2,3,11],[4,5,6,13],[7,9,12,14],[8,10,15,16]]	[[1,4,7,8],[2,5,9,10],[3,6,12,15],[11,13,14,16]]
893	1112223434312344	1231231122344434	[[1,2,3,12],[4,5,6,13],[7,9,11,14],[8,10,15,16]]	[[1,4,7,8],[2,5,9,10],[3,6,11,15],[12,13,14,16]]
894	1112231223434344	1231214342132434	[[1,2,3,7],[4,5,8,9],[6,10,12,14],[11,13,15,16]]	[[1,4,6,11],[2,5,10,13],[3,8,12,15],[7,9,14,16]]
895	1112231223434434	1231214342132344	[[1,2,3,7],[4,5,8,9],[6,10,12,15],[11,13,14,16]]	[[1,4,6,11],[2,5,10,13],[3,8,12,14],[7,9,15,16]]
896	1112231224343344	1231214341223434	[[1,2,3,7],[4,5,8,9],[6,11,13,14],[10,12,15,16]]	[[1,4,6,10],[2,5,11,12],[3,8,13,15],[7,9,14,16]]
897	1112231224343434	1231214341223344	[[1,2,3,7],[4,5,8,9],[6,11,13,15],[10,12,14,16]]	[[1,4,6,10],[2,5,11,12],[3,8,13,14],[7,9,15,16]]
898	1112231232434344	1231214324132434	[[1,2,3,7],[4,5,8,10],[6,9,12,14],[11,13,15,16]]	[[1,4,6,11],[2,5,9,13],[3,8,12,15],[7,10,14,16]]
899	1112231232434434	1231214324132344	[[1,2,3,7],[4,5,8,10],[6,9,12,15],[11,13,14,16]]	[[1,4,6,11],[2,5,9,13],[3,8,12,14],[7,10,15,16]]
900	1112231233424344	1231214323142434	[[1,2,3,7],[4,5,8,12],[6,9,10,14],[11,13,15,16]]	[[1,4,6,11],[2,5,9,13],[3,8,10,15],[7,12,14,16]]
901	1112231233424434	1231214323142344	[[1,2,3,7],[4,5,8,12],[6,9,10,15],[11,13,14,16]]	[[1,4,6,11],[2,5,9,13],[3,8,10,14],[7,12,15,16]]
902	1112231233442344	1231214323124434	[[1,2,3,7],[4,5,8,13],[6,9,10,14],[11,12,15,16]]	[[1,4,6,11],[2,5,9,12],[3,8,10,15],[7,13,14,16]]
903	1112231234234344	1231214321432434	[[1,2,3,7],[4,5,8,11],[6,9,12,14],[10,13,15,16]]	[[1,4,6,10],[2,5,9,13],[3,8,12,15],[7,11,14,16]]
904	1112231234234434	1231214321432344	[[1,2,3,7],[4,5,8,11],[6,9,12,15],[10,13,14,16]]	[[1,4,6,10],[2,5,9,13],[3,8,12,14],[7,11,15,16]]
905	1112231234243344	1231214321423434	[[1,2,3,7],[4,5,8,11],[6,9,13,14],[10,12,15,16]]	[[1,4,6,10],[2,5,9,12],[3,8,13,15],[7,11,14,16]]
906	1112231234243434	1231214321423344	[[1,2,3,7],[4,5,8,11],[6,9,13,15],[10,12,14,16]]	[[1,4,6,10],[2,5,9,12],[3,8,13,14],[7,11,15,16]]
907	1112231234324344	1231214321342434	[[1,2,3,7],[4,5,8,12],[6,9,11,14],[10,13,15,16]]	[[1,4,6,10],[2,5,9,13],[3,8,11,15],[7,12,14,16]]
908	1112231234342344	1231214321324434	[[1,2,3,7],[4,5,8,13],[6,9,11,14],[10,12,15,16]]	[[1,4,6,10],[2,5,9,12],[3,8,11,15],[7,13,14,16]]
909	1112231234342434	1231214321324344	[[1,2,3,7],[4,5,8,13],[6,9,11,15],[10,12,14,16]]	[[1,4,6,10],[2,5,9,12],[3,8,11,14],[7,13,15,16]]
910	1112231234344234	1231214321323444	[[1,2,3,7],[4,5,8,14],[6,9,11,15],[10,12,13,16]]	[[1,4,6,10],[2,5,9,12],[3,8,11,13],[7,14,15,16]]
911	1112231234423434	1231214321243344	[[1,2,3,7],[4,5,8,12],[6,9,13,15],[10,11,14,16]]	[[1,4,6,10],[2,5,9,11],[3,8,13,14],[7,12,15,16]]
912	1112231242334344	1231214314232434	[[1,2,3,7],[4,5,8,10],[6,11,12,14],[9,13,15,16]]	[[1,4,6,9],[2,5,11,13],[3,8,12,15],[7,10,14,16]]
913	1112231242334434	1231214314232344	[[1,2,3,7],[4,5,8,10],[6,11,12,15],[9,13,14,16]]	[[1,4,6,9],[2,5,11,13],[3,8,12,14],[7,10,15,16]]
914	1112231242343344	1231214314223434	[[1,2,3,7],[4,5,8,10],[6,11,13,14],[9,12,15,16]]	[[1,4,6,9],[2,5,11,12],[3,8,13,15],[7,10,14,16]]
915	1112231242343434	1231214314223344	[[1,2,3,7],[4,5,8,10],[6,11,13,15],[9,12,14,16]]	[[1,4,6,9],[2,5,11,12],[3,8,13,14],[7,10,15,16]]
916	1112231243234344	1231214312432434	[[1,2,3,7],[4,5,8,11],[6,10,12,14],[9,13,15,16]]	[[1,4,6,9],[2,5,10,13],[3,8,12,15],[7,11,14,16]]
917	1112231243234434	1231214312432344	[[1,2,3,7],[4,5,8,11],[6,10,12,15],[9,13,14,16]]	[[1,4,6,9],[2,5,10,13],[3,8,12,14],[7,11,15,16]]
918	1112231243243434	1231214312423344	[[1,2,3,7],[4,5,8,11],[6,10,13,15],[9,12,14,16]]	[[1,4,6,9],[2,5,10,12],[3,8,13,14],[7,11,15,16]]
919	1112231243423344	1231214312243434	[[1,2,3,7],[4,5,8,12],[6,10,13,14],[9,11,15,16]]	[[1,4,6,9],[2,5,10,11],[3,8,13,15],[7,12,14,16]]
920	1112231243423434	1231214312243344	[[1,2,3,7],[4,5,8,12],[6,10,13,15],[9,11,14,16]]	[[1,4,6,9],[2,5,10,11],[3,8,13,14],[7,12,15,16]]
921	1112231243432344	1231214312234434	[[1,2,3,7],[4,5,8,13],[6,10,12,14],[9,11,15,16]]	[[1,4,6,9],[2,5,10,11],[3,8,12,15],[7,13,14,16]]
922	1112231243432434	1231214312234344	[[1,2,3,7],[4,5,8,13],[6,10,12,15],[9,11,14,16]]	[[1,4,6,9],[2,5,10,11],[3,8,12,14],[7,13,15,16]]
923	1112231243434234	1231214312233444	[[1,2,3,7],[4,5,8,14],[6,10,12,15],[9,11,13,16]]	[[1,4,6,9],[2,5,10,11],[3,8,12,13],[7,14,15,16]]
924	1112231322434344	1231214234132434	[[1,2,3,7],[4,5,9,10],[6,8,12,14],[11,13,15,16]]	[[1,4,6,11],[2,5,8,13],[3,9,12,15],[7,10,14,16]]
925	1112231322434434	1231214234132344	[[1,2,3,7],[4,5,9,10],[6,8,12,15],[11,13,14,16]]	[[1,4,6,11],[2,5,8,13],[3,9,12,14],[7,10,15,16]]
926	1112231323424344	1231214233142434	[[1,2,3,7],[4,5,9,12],[6,8,10,14],[11,13,15,16]]	[[1,4,6,11],[2,5,8,13],[3,9,10,15],[7,12,14,16]]
927	1112231323424434	1231214233142344	[[1,2,3,7],[4,5,9,12],[6,8,10,15],[11,13,14,16]]	[[1,4,6,11],[2,5,8,13],[3,9,10,14],[7,12,15,16]]
928	1112231323442344	1231214233124434	[[1,2,3,7],[4,5,9,13],[6,8,10,14],[11,12,15,16]]	[[1,4,6,11],[2,5,8,12],[3,9,10,15],[7,13,14,16]]
929	1112231324234344	1231214231432434	[[1,2,3,7],[4,5,9,11],[6,8,12,14],[10,13,15,16]]	[[1,4,6,10],[2,5,8,13],[3,9,12,15],[7,11,14,16]]
930	1112231324234434	1231214231432344	[[1,2,3,7],[4,5,9,11],[6,8,12,15],[10,13,14,16]]	[[1,4,6,10],[2,5,8,13],[3,9,12,14],[7,11,15,16]]
931	1112231324243344	1231214231423434	[[1,2,3,7],[4,5,9,11],[6,8,13,14],[10,12,15,16]]	[[1,4,6,10],[2,5,8,12],[3,9,13,15],[7,11,14,16]]
932	1112231324243434	1231214231423344	[[1,2,3,7],[4,5,9,11],[6,8,13,15],[10,12,14,16]]	[[1,4,6,10],[2,5,8,12],[3,9,13,14],[7,11,15,16]]
933	1112231324324344	1231214231342434	[[1,2,3,7],[4,5,9,12],[6,8,11,14],[10,13,15,16]]	[[1,4,6,10],[2,5,8,13],[3,9,11,15],[7,12,14,16]]
934	1112231324342344	1231214231324434	[[1,2,3,7],[4,5,9,13],[6,8,11,14],[10,12,15,16]]	[[1,4,6,10],[2,5,8,12],[3,9,11,15],[7,13,14,16]]
935	1112231324342434	1231214231324344	[[1,2,3,7],[4,5,9,13],[6,8,11,15],[10,12,14,16]]	[[1,4,6,10],[2,5,8,12],[3,9,11,14],[7,13,15,16]]
936	1112231324344234	1231214231323444	[[1,2,3,7],[4,5,9,14],[6,8,11,15],[10,12,13,16]]	[[1,4,6,10],[2,5,8,12],[3,9,11,13],[7,14,15,16]]
937	1112231324423434	1231214231243344	[[1,2,3,7],[4,5,9,12],[6,8,13,15],[10,11,14,16]]	[[1,4,6,10],[2,5,8,11],[3,9,13,14],[7,12,15,16]]
938	1112231342234344	1231214213432434	[[1,2,3,7],[4,5,10,11],[6,8,12,14],[9,13,15,16]]	[[1,4,6,9],[2,5,8,13],[3,10,12,15],[7,11,14,16]]
939	1112231342234434	1231214213432344	[[1,2,3,7],[4,5,10,11],[6,8,12,15],[9,13,14,16]]	[[1,4,6,9],[2,5,8,13],[3,10,12,14],[7,11,15,16]]
940	1112231342243434	1231214213423344	[[1,2,3,7],[4,5,10,11],[6,8,13,15],[9,12,14,16]]	[[1,4,6,9],[2,5,8,12],[3,10,13,14],[7,11,15,16]]
941	1112231342324344	1231214213342434	[[1,2,3,7],[4,5,10,12],[6,8,11,14],[9,13,15,16]]	[[1,4,6,9],[2,5,8,13],[3,10,11,15],[7,12,14,16]]
942	1112231342324434	1231214213342344	[[1,2,3,7],[4,5,10,12],[6,8,11,15],[9,13,14,16]]	[[1,4,6,9],[2,5,8,13],[3,10,11,14],[7,12,15,16]]
943	1112231342342344	1231214213324434	[[1,2,3,7],[4,5,10,13],[6,8,11,14],[9,12,15,16]]	[[1,4,6,9],[2,5,8,12],[3,10,11,15],[7,13,14,16]]
944	1112231342342434	1231214213324344	[[1,2,3,7],[4,5,10,13],[6,8,11,15],[9,12,14,16]]	[[1,4,6,9],[2,5,8,12],[3,10,11,14],[7,13,15,16]]
945	1112231342344234	1231214213323444	[[1,2,3,7],[4,5,10,14],[6,8,11,15],[9,12,13,16]]	[[1,4,6,9],[2,5,8,12],[3,10,11,13],[7,14,15,16]]
946	1112231342423344	1231214213243434	[[1,2,3,7],[4,5,10,12],[6,8,13,14],[9,11,15,16]]	[[1,4,6,9],[2,5,8,11],[3,10,13,15],[7,12,14,16]]
947	1112231342423434	1231214213243344	[[1,2,3,7],[4,5,10,12],[6,8,13,15],[9,11,14,16]]	[[1,4,6,9],[2,5,8,11],[3,10,13,14],[7,12,15,16]]
948	1112231342432344	1231214213234434	[[1,2,3,7],[4,5,10,13],[6,8,12,14],[9,11,15,16]]	[[1,4,6,9],[2,5,8,11],[3,10,12,15],[7,13,14,16]]
949	1112231342432434	1231214213234344	[[1,2,3,7],[4,5,10,13],[6,8,12,15],[9,11,14,16]]	[[1,4,6,9],[2,5,8,11],[3,10,12,14],[7,13,15,16]]
950	1112231342434234	1231214213233444	[[1,2,3,7],[4,5,10,14],[6,8,12,15],[9,11,13,16]]	[[1,4,6,9],[2,5,8,11],[3,10,12,13],[7,14,15,16]]
951	1112231344234234	1231214212333444	[[1,2,3,7],[4,5,11,14],[6,8,12,15],[9,10,13,16]]	[[1,4,6,9],[2,5,8,10],[3,11,12,13],[7,14,15,16]]
952	1112231422334434	1231214134232344	[[1,2,3,7],[4,5,9,10],[6,11,12,15],[8,13,14,16]]	[[1,4,6,8],[2,5,11,13],[3,9,12,14],[7,10,15,16]]
953	1112231422343344	1231214134223434	[[1,2,3,7],[4,5,9,10],[6,11,13,14],[8,12,15,16]]	[[1,4,6,8],[2,5,11,12],[3,9,13,15],[7,10,14,16]]
954	1112231422343434	1231214134223344	[[1,2,3,7],[4,5,9,10],[6,11,13,15],[8,12,14,16]]	[[1,4,6,8],[2,5,11,12],[3,9,13,14],[7,10,15,16]]
955	1112231423234344	1231214132432434	[[1,2,3,7],[4,5,9,11],[6,10,12,14],[8,13,15,16]]	[[1,4,6,8],[2,5,10,13],[3,9,12,15],[7,11,14,16]]
956	1112231423234434	1231214132432344	[[1,2,3,7],[4,5,9,11],[6,10,12,15],[8,13,14,16]]	[[1,4,6,8],[2,5,10,13],[3,9,12,14],[7,11,15,16]]
957	1112231423243344	1231214132423434	[[1,2,3,7],[4,5,9,11],[6,10,13,14],[8,12,15,16]]	[[1,4,6,8],[2,5,10,12],[3,9,13,15],[7,11,14,16]]
958	1112231423243434	1231214132423344	[[1,2,3,7],[4,5,9,11],[6,10,13,15],[8,12,14,16]]	[[1,4,6,8],[2,5,10,12],[3,9,13,14],[7,11,15,16]]
959	1112231423324344	1231214132342434	[[1,2,3,7],[4,5,9,12],[6,10,11,14],[8,13,15,16]]	[[1,4,6,8],[2,5,10,13],[3,9,11,15],[7,12,14,16]]
960	1112231423342344	1231214132324434	[[1,2,3,7],[4,5,9,13],[6,10,11,14],[8,12,15,16]]	[[1,4,6,8],[2,5,10,12],[3,9,11,15],[7,13,14,16]]
961	1112231423342434	1231214132324344	[[1,2,3,7],[4,5,9,13],[6,10,11,15],[8,12,14,16]]	[[1,4,6,8],[2,5,10,12],[3,9,11,14],[7,13,15,16]]
962	1112231423344234	1231214132323444	[[1,2,3,7],[4,5,9,14],[6,10,11,15],[8,12,13,16]]	[[1,4,6,8],[2,5,10,12],[3,9,11,13],[7,14,15,16]]
963	1112231423423344	1231214132243434	[[1,2,3,7],[4,5,9,12],[6,10,13,14],[8,11,15,16]]	[[1,4,6,8],[2,5,10,11],[3,9,13,15],[7,12,14,16]]
964	1112231423423434	1231214132243344	[[1,2,3,7],[4,5,9,12],[6,10,13,15],[8,11,14,16]]	[[1,4,6,8],[2,5,10,11],[3,9,13,14],[7,12,15,16]]
965	1112231423432344	1231214132234434	[[1,2,3,7],[4,5,9,13],[6,10,12,14],[8,11,15,16]]	[[1,4,6,8],[2,5,10,11],[3,9,12,15],[7,13,14,16]]
966	1112231423432434	1231214132234344	[[1,2,3,7],[4,5,9,13],[6,10,12,15],[8,11,14,16]]	[[1,4,6,8],[2,5,10,11],[3,9,12,14],[7,13,15,16]]
967	1112231423434234	1231214132233444	[[1,2,3,7],[4,5,9,14],[6,10,12,15],[8,11,13,16]]	[[1,4,6,8],[2,5,10,11],[3,9,12,13],[7,14,15,16]]
968	1112231432342344	1231214123324434	[[1,2,3,7],[4,5,10,13],[6,9,11,14],[8,12,15,16]]	[[1,4,6,8],[2,5,9,12],[3,10,11,15],[7,13,14,16]]
969	1112231432342434	1231214123324344	[[1,2,3,7],[4,5,10,13],[6,9,11,15],[8,12,14,16]]	[[1,4,6,8],[2,5,9,12],[3,10,11,14],[7,13,15,16]]
970	1112231432344234	1231214123323444	[[1,2,3,7],[4,5,10,14],[6,9,11,15],[8,12,13,16]]	[[1,4,6,8],[2,5,9,12],[3,10,11,13],[7,14,15,16]]
971	1112231434223344	1231214122343434	[[1,2,3,7],[4,5,11,12],[6,9,13,14],[8,10,15,16]]	[[1,4,6,8],[2,5,9,10],[3,11,13,15],[7,12,14,16]]
972	1112231434223434	1231214122343344	[[1,2,3,7],[4,5,11,12],[6,9,13,15],[8,10,14,16]]	[[1,4,6,8],[2,5,9,10],[3,11,13,14],[7,12,15,16]]
973	1112231434232344	1231214122334434	[[1,2,3,7],[4,5,11,13],[6,9,12,14],[8,10,15,16]]	[[1,4,6,8],[2,5,9,10],[3,11,12,15],[7,13,14,16]]
974	1112231434232434	1231214122334344	[[1,2,3,7],[4,5,11,13],[6,9,12,15],[8,10,14,16]]	[[1,4,6,8],[2,5,9,10],[3,11,12,14],[7,13,15,16]]
975	1112231434234234	1231214122333444	[[1,2,3,7],[4,5,11,14],[6,9,12,15],[8,10,13,16]]	[[1,4,6,8],[2,5,9,10],[3,11,12,13],[7,14,15,16]]
976	1112232123434344	1231213442132434	[[1,2,3,8],[4,5,7,9],[6,10,12,14],[11,13,15,16]]	[[1,4,6,11],[2,5,10,13],[3,7,12,15],[8,9,14,16]]
977	1112232123434434	1231213442132344	[[1,2,3,8],[4,5,7,9],[6,10,12,15],[11,13,14,16]]	[[1,4,6,11],[2,5,10,13],[3,7,12,14],[8,9,15,16]]
978	1112232124343344	1231213441223434	[[1,2,3,8],[4,5,7,9],[6,11,13,14],[10,12,15,16]]	[[1,4,6,10],[2,5,11,12],[3,7,13,15],[8,9,14,16]]
979	1112232124343434	1231213441223344	[[1,2,3,8],[4,5,7,9],[6,11,13,15],[10,12,14,16]]	[[1,4,6,10],[2,5,11,12],[3,7,13,14],[8,9,15,16]]
980	1112232132434344	1231213424132434	[[1,2,3,8],[4,5,7,10],[6,9,12,14],[11,13,15,16]]	[[1,4,6,11],[2,5,9,13],[3,7,12,15],[8,10,14,16]]
981	1112232132434434	1231213424132344	[[1,2,3,8],[4,5,7,10],[6,9,12,15],[11,13,14,16]]	[[1,4,6,11],[2,5,9,13],[3,7,12,14],[8,10,15,16]]
982	1112232133442344	1231213423124434	[[1,2,3,8],[4,5,7,13],[6,9,10,14],[11,12,15,16]]	[[1,4,6,11],[2,5,9,12],[3,7,10,15],[8,13,14,16]]
983	1112232134234344	1231213421432434	[[1,2,3,8],[4,5,7,11],[6,9,12,14],[10,13,15,16]]	[[1,4,6,10],[2,5,9,13],[3,7,12,15],[8,11,14,16]]
984	1112232134234434	1231213421432344	[[1,2,3,8],[4,5,7,11],[6,9,12,15],[10,13,14,16]]	[[1,4,6,10],[2,5,9,13],[3,7,12,14],[8,11,15,16]]
985	1112232134243344	1231213421423434	[[1,2,3,8],[4,5,7,11],[6,9,13,14],[10,12,15,16]]	[[1,4,6,10],[2,5,9,12],[3,7,13,15],[8,11,14,16]]
986	1112232134243434	1231213421423344	[[1,2,3,8],[4,5,7,11],[6,9,13,15],[10,12,14,16]]	[[1,4,6,10],[2,5,9,12],[3,7,13,14],[8,11,15,16]]
987	1112232134342344	1231213421324434	[[1,2,3,8],[4,5,7,13],[6,9,11,14],[10,12,15,16]]	[[1,4,6,10],[2,5,9,12],[3,7,11,15],[8,13,14,16]]
988	1112232134423434	1231213421243344	[[1,2,3,8],[4,5,7,12],[6,9,13,15],[10,11,14,16]]	[[1,4,6,10],[2,5,9,11],[3,7,13,14],[8,12,15,16]]
989	1112232142334344	1231213414232434	[[1,2,3,8],[4,5,7,10],[6,11,12,14],[9,13,15,16]]	[[1,4,6,9],[2,5,11,13],[3,7,12,15],[8,10,14,16]]
990	1112232142334434	1231213414232344	[[1,2,3,8],[4,5,7,10],[6,11,12,15],[9,13,14,16]]	[[1,4,6,9],[2,5,11,13],[3,7,12,14],[8,10,15,16]]
991	1112232142343344	1231213414223434	[[1,2,3,8],[4,5,7,10],[6,11,13,14],[9,12,15,16]]	[[1,4,6,9],[2,5,11,12],[3,7,13,15],[8,10,14,16]]
992	1112232142343434	1231213414223344	[[1,2,3,8],[4,5,7,10],[6,11,13,15],[9,12,14,16]]	[[1,4,6,9],[2,5,11,12],[3,7,13,14],[8,10,15,16]]
993	1112232143423344	1231213412243434	[[1,2,3,8],[4,5,7,12],[6,10,13,14],[9,11,15,16]]	[[1,4,6,9],[2,5,10,11],[3,7,13,15],[8,12,14,16]]
994	1112232143423434	1231213412243344	[[1,2,3,8],[4,5,7,12],[6,10,13,15],[9,11,14,16]]	[[1,4,6,9],[2,5,10,11],[3,7,13,14],[8,12,15,16]]
995	1112232312434344	1231213244132434	[[1,2,3,9],[4,5,7,10],[6,8,12,14],[11,13,15,16]]	[[1,4,6,11],[2,5,8,13],[3,7,12,15],[9,10,14,16]]
996	1112232312434434	1231213244132344	[[1,2,3,9],[4,5,7,10],[6,8,12,15],[11,13,14,16]]	[[1,4,6,11],[2,5,8,13],[3,7,12,14],[9,10,15,16]]
997	1112232313424344	1231213243142434	[[1,2,3,9],[4,5,7,12],[6,8,10,14],[11,13,15,16]]	[[1,4,6,11],[2,5,8,13],[3,7,10,15],[9,12,14,16]]
998	1112232313442344	1231213243124434	[[1,2,3,9],[4,5,7,13],[6,8,10,14],[11,12,15,16]]	[[1,4,6,11],[2,5,8,12],[3,7,10,15],[9,13,14,16]]
999	1112232314234344	1231213241432434	[[1,2,3,9],[4,5,7,11],[6,8,12,14],[10,13,15,16]]	[[1,4,6,10],[2,5,8,13],[3,7,12,15],[9,11,14,16]]
1000	1112232314234434	1231213241432344	[[1,2,3,9],[4,5,7,11],[6,8,12,15],[10,13,14,16]]	[[1,4,6,10],[2,5,8,13],[3,7,12,14],[9,11,15,16]]
1001	1112232314243434	1231213241423344	[[1,2,3,9],[4,5,7,11],[6,8,13,15],[10,12,14,16]]	[[1,4,6,10],[2,5,8,12],[3,7,13,14],[9,11,15,16]]
1002	1112232314342344	1231213241324434	[[1,2,3,9],[4,5,7,13],[6,8,11,14],[10,12,15,16]]	[[1,4,6,10],[2,5,8,12],[3,7,11,15],[9,13,14,16]]
1003	1112232314423434	1231213241243344	[[1,2,3,9],[4,5,7,12],[6,8,13,15],[10,11,14,16]]	[[1,4,6,10],[2,5,8,11],[3,7,13,14],[9,12,15,16]]
1004	1112232331424344	1231213234142434	[[1,2,3,10],[4,5,7,12],[6,8,9,14],[11,13,15,16]]	[[1,4,6,11],[2,5,8,13],[3,7,9,15],[10,12,14,16]]
1005	1112232334124344	1231213231442434	[[1,2,3,11],[4,5,7,12],[6,8,9,14],[10,13,15,16]]	[[1,4,6,10],[2,5,8,13],[3,7,9,15],[11,12,14,16]]
1006	1112232334142344	1231213231424434	[[1,2,3,11],[4,5,7,13],[6,8,9,14],[10,12,15,16]]	[[1,4,6,10],[2,5,8,12],[3,7,9,15],[11,13,14,16]]
1007	1112232334412344	1231213231244434	[[1,2,3,12],[4,5,7,13],[6,8,9,14],[10,11,15,16]]	[[1,4,6,10],[2,5,8,11],[3,7,9,15],[12,13,14,16]]
1008	1112232341234344	1231213214432434	[[1,2,3,10],[4,5,7,11],[6,8,12,14],[9,13,15,16]]	[[1,4,6,9],[2,5,8,13],[3,7,12,15],[10,11,14,16]]
1009	1112232341234434	1231213214432344	[[1,2,3,10],[4,5,7,11],[6,8,12,15],[9,13,14,16]]	[[1,4,6,9],[2,5,8,13],[3,7,12,14],[10,11,15,16]]
1010	1112232341243434	1231213214423344	[[1,2,3,10],[4,5,7,11],[6,8,13,15],[9,12,14,16]]	[[1,4,6,9],[2,5,8,12],[3,7,13,14],[10,11,15,16]]
1011	1112232341324344	1231213214342434	[[1,2,3,10],[4,5,7,12],[6,8,11,14],[9,13,15,16]]	[[1,4,6,9],[2,5,8,13],[3,7,11,15],[10,12,14,16]]
1012	1112232341342344	1231213214324434	[[1,2,3,10],[4,5,7,13],[6,8,11,14],[9,12,15,16]]	[[1,4,6,9],[2,5,8,12],[3,7,11,15],[10,13,14,16]]
1013	1112232341423344	1231213214243434	[[1,2,3,10],[4,5,7,12],[6,8,13,14],[9,11,15,16]]	[[1,4,6,9],[2,5,8,11],[3,7,13,15],[10,12,14,16]]
1014	1112232341423434	1231213214243344	[[1,2,3,10],[4,5,7,12],[6,8,13,15],[9,11,14,16]]	[[1,4,6,9],[2,5,8,11],[3,7,13,14],[10,12,15,16]]
1015	1112232341432344	1231213214234434	[[1,2,3,10],[4,5,7,13],[6,8,12,14],[9,11,15,16]]	[[1,4,6,9],[2,5,8,11],[3,7,12,15],[10,13,14,16]]
1016	1112232343124344	1231213213442434	[[1,2,3,11],[4,5,7,12],[6,8,10,14],[9,13,15,16]]	[[1,4,6,9],[2,5,8,13],[3,7,10,15],[11,12,14,16]]
1017	1112232343142344	1231213213424434	[[1,2,3,11],[4,5,7,13],[6,8,10,14],[9,12,15,16]]	[[1,4,6,9],[2,5,8,12],[3,7,10,15],[11,13,14,16]]
1018	1112232343412344	1231213213244434	[[1,2,3,12],[4,5,7,13],[6,8,10,14],[9,11,15,16]]	[[1,4,6,9],[2,5,8,11],[3,7,10,15],[12,13,14,16]]
1019	1112232344123344	1231213212443434	[[1,2,3,11],[4,5,7,12],[6,8,13,14],[9,10,15,16]]	[[1,4,6,9],[2,5,8,10],[3,7,13,15],[11,12,14,16]]
1020	1112232344123434	1231213212443344	[[1,2,3,11],[4,5,7,12],[6,8,13,15],[9,10,14,16]]	[[1,4,6,9],[2,5,8,10],[3,7,13,14],[11,12,15,16]]
1021	1112232412334344	1231213144232434	[[1,2,3,9],[4,5,7,10],[6,11,12,14],[8,13,15,16]]	[[1,4,6,8],[2,5,11,13],[3,7,12,15],[9,10,14,16]]
1022	1112232412334434	1231213144232344	[[1,2,3,9],[4,5,7,10],[6,11,12,15],[8,13,14,16]]	[[1,4,6,8],[2,5,11,13],[3,7,12,14],[9,10,15,16]]
1023	1112232412343344	1231213144223434	[[1,2,3,9],[4,5,7,10],[6,11,13,14],[8,12,15,16]]	[[1,4,6,8],[2,5,11,12],[3,7,13,15],[9,10,14,16]]
1024	1112232412343434	1231213144223344	[[1,2,3,9],[4,5,7,10],[6,11,13,15],[8,12,14,16]]	[[1,4,6,8],[2,5,11,12],[3,7,13,14],[9,10,15,16]]
1025	1112232413234344	1231213142432434	[[1,2,3,9],[4,5,7,11],[6,10,12,14],[8,13,15,16]]	[[1,4,6,8],[2,5,10,13],[3,7,12,15],[9,11,14,16]]
1026	1112232413234434	1231213142432344	[[1,2,3,9],[4,5,7,11],[6,10,12,15],[8,13,14,16]]	[[1,4,6,8],[2,5,10,13],[3,7,12,14],[9,11,15,16]]
1027	1112232413243434	1231213142423344	[[1,2,3,9],[4,5,7,11],[6,10,13,15],[8,12,14,16]]	[[1,4,6,8],[2,5,10,12],[3,7,13,14],[9,11,15,16]]
1028	1112232413342344	1231213142324434	[[1,2,3,9],[4,5,7,13],[6,10,11,14],[8,12,15,16]]	[[1,4,6,8],[2,5,10,12],[3,7,11,15],[9,13,14,16]]
1029	1112232413423344	1231213142243434	[[1,2,3,9],[4,5,7,12],[6,10,13,14],[8,11,15,16]]	[[1,4,6,8],[2,5,10,11],[3,7,13,15],[9,12,14,16]]
1030	1112232413423434	1231213142243344	[[1,2,3,9],[4,5,7,12],[6,10,13,15],[8,11,14,16]]	[[1,4,6,8],[2,5,10,11],[3,7,13,14],[9,12,15,16]]
1031	1112232413432344	1231213142234434	[[1,2,3,9],[4,5,7,13],[6,10,12,14],[8,11,15,16]]	[[1,4,6,8],[2,5,10,11],[3,7,12,15],[9,13,14,16]]
1032	1112232431234344	1231213124432434	[[1,2,3,10],[4,5,7,11],[6,9,12,14],[8,13,15,16]]	[[1,4,6,8],[2,5,9,13],[3,7,12,15],[10,11,14,16]]
1033	1112232431234434	1231213124432344	[[1,2,3,10],[4,5,7,11],[6,9,12,15],[8,13,14,16]]	[[1,4,6,8],[2,5,9,13],[3,7,12,14],[10,11,15,16]]
1034	1112232431243434	1231213124423344	[[1,2,3,10],[4,5,7,11],[6,9,13,15],[8,12,14,16]]	[[1,4,6,8],[2,5,9,12],[3,7,13,14],[10,11,15,16]]
1035	1112232431342344	1231213124324434	[[1,2,3,10],[4,5,7,13],[6,9,11,14],[8,12,15,16]]	[[1,4,6,8],[2,5,9,12],[3,7,11,15],[10,13,14,16]]
1036	1112232431423434	1231213124243344	[[1,2,3,10],[4,5,7,12],[6,9,13,15],[8,11,14,16]]	[[1,4,6,8],[2,5,9,11],[3,7,13,14],[10,12,15,16]]
